ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
5386,5386,Zaberfeld,Baden-Württemberg,4087,Zaberfeld,4087,0.50036702,0.49963298,0.12125,0.00113,0.19242,0.32713,0.26831,0.08976,0.04916,0.048,0.04059,0.04261,0.06885,0.06003,0.0591,0.07098,0.06354,0.07095,0.07687,0.07675,0.06223,0.05096,0.0394,0.04575,0.03626,0.03797,0.05241,0.15543,0.04351,0.06257,0.04849,0.22355,0.0477,0.10041,0.07194,0.19399,0.38756,0.04887,0.01971,0.54386
5387,5387,Löwenstein,Baden-Württemberg,3394,Löwenstein,3394,0.5023571,0.4976429,0.10247,0.03763,0.00733,0.29901,0.44218,0.11137,0.04696,0.04979,0.04,0.04527,0.05489,0.06379,0.07288,0.06149,0.06613,0.06541,0.08331,0.08325,0.06198,0.05964,0.03578,0.04322,0.03325,0.03294,0.04002,0.01579,0.1217,0.06452,0.07026,0.05274,0.02326,0.00461,0.42399,0.18311,0.17479,0.24797,0.03292,0.54432
5388,5388,Obersulm,Baden-Württemberg,13914,Obersulm,13914,0.49978439,0.50021561,0.44217,0.00631,0.08746,0.15166,0.30687,0.00553,0.0507,0.045,0.05179,0.04669,0.06409,0.06697,0.06154,0.05905,0.05811,0.07191,0.08592,0.07508,0.0594,0.05362,0.04521,0.04046,0.03674,0.02773,0.04879,0.00112,0.2233,0.33399,0.06737,0.02197,0.02422,0.17072,0.01836,0.09017,0.06277,0.04012,0.7607,0.1364
5389,5389,Abstatt,Baden-Württemberg,4803,Abstatt,4803,0.50864043,0.49135957,0.08659,0.33022,0.0826,0.00324,0.41466,0.08269,0.05404,0.04777,0.04085,0.03497,0.0646,0.06934,0.06133,0.06678,0.05641,0.0611,0.0839,0.08389,0.06846,0.04694,0.03934,0.05438,0.02909,0.0368,0.0417,0.07628,0.03079,0.08136,0.09314,0.44086,0.04418,0.00115,0.01994,0.17059,0.03544,0.37728,0.46254,0.12474
5390,5390,Beilstein,Baden-Württemberg,6195,Beilstein,6195,0.50072639,0.49927361,0.21777,0.13845,0.06138,0.04431,0.27147,0.26662,0.05344,0.04143,0.05279,0.03854,0.06314,0.06962,0.06598,0.06023,0.05089,0.07258,0.08885,0.08448,0.05784,0.05006,0.03512,0.03662,0.03461,0.04377,0.0782,0.00739,0.09512,0.1072,0.03709,0.24789,0.20798,0.04577,0.00785,0.16551,0.47601,0.3853,0.05042,0.08827
5391,5391,Ilsfeld,Baden-Württemberg,9568,Ilsfeld,9568,0.51557274,0.48442726,0.21939,0.06744,0.33903,0.04758,0.32104,0.00551,0.05672,0.0459,0.04269,0.04667,0.06851,0.07058,0.06676,0.05983,0.05779,0.06366,0.0886,0.0771,0.06317,0.05514,0.04287,0.03915,0.02733,0.02755,0.00655,0.0799,0.2881,0.17649,0.01713,0.01851,0.00255,0.02543,0.16098,0.22435,0.03751,0.30071,0.57294,0.08884
5392,5392,Untergruppenbach,Baden-Württemberg,8304,Untergruppenbach,8304,0.49771195,0.50228805,0.11691,0.33641,0.18137,0.16967,0.14082,0.05482,0.05461,0.03704,0.04378,0.04904,0.05837,0.06209,0.05835,0.064,0.06589,0.06393,0.0761,0.0768,0.0627,0.05582,0.04125,0.04928,0.04188,0.03907,0.04939,0.03043,0.63389,0.03673,0.10063,0.02163,0.00827,0.02871,0.01133,0.07899,0.46832,0.2926,0.20114,0.03794
5393,5393,Massenbachhausen,Baden-Württemberg,3499,Massenbachhausen,3499,0.50985996,0.49014004,0.17079,0.27508,0.17705,0.30408,0.01648,0.05653,0.04897,0.04964,0.05327,0.03941,0.06303,0.06506,0.06496,0.06728,0.05711,0.07216,0.08321,0.07623,0.05883,0.0505,0.03277,0.04291,0.03526,0.03942,0.06941,0.0037,0.04069,0.00658,0.00718,0.06798,0.00302,0.11542,0.55116,0.13488,0.17397,0.19156,0.54047,0.094
5394,5394,Schwaigern,Baden-Württemberg,11425,Schwaigern,11425,0.51177243,0.48822757,0.00396,0.22285,0.42523,0.20815,0.06291,0.07691,0.0466,0.04456,0.04677,0.04814,0.06773,0.06509,0.06516,0.05875,0.05771,0.07389,0.07975,0.07298,0.07346,0.0522,0.03702,0.03891,0.04091,0.03037,0.10412,0.07226,0.08001,0.06151,0.19073,0.1619,0.17141,0.01797,0.04701,0.09309,0.01933,0.14357,0.70236,0.13474
5395,5395,Eberstadt,Baden-Württemberg,3103,Eberstadt,3103,0.49693845,0.50306155,0.04915,0.47513,0.08088,0.09253,0.14855,0.15376,0.04879,0.04057,0.03959,0.04349,0.06702,0.07125,0.06731,0.06521,0.0598,0.06433,0.07475,0.08225,0.07002,0.0566,0.03883,0.04078,0.03183,0.03755,0.22861,0.00171,0.05557,0.09036,0.15388,0.17865,0.08253,0.00088,0.10706,0.10073,0.04252,0.59786,0.03467,0.32496
5396,5396,Ellhofen,Baden-Württemberg,3724,Ellhofen,3724,0.50483351,0.49516649,0.03069,0.12772,0.17421,0.09326,0.3991,0.17503,0.03962,0.04333,0.04559,0.04792,0.06259,0.06831,0.0671,0.06088,0.06664,0.06684,0.08138,0.07833,0.05526,0.05496,0.04146,0.04256,0.04379,0.03343,0.0343,0.08996,0.12112,0.00134,0.04452,0.2901,0.0856,0.02898,0.04688,0.2572,0.05424,0.24266,0.374,0.3291
5397,5397,Lehrensteinsfeld,Baden-Württemberg,2479,Lehrensteinsfeld,2479,0.50221864,0.49778136,0.30154,0.02776,0.15735,0.32049,0.01997,0.1729,0.04774,0.04097,0.03917,0.04566,0.05602,0.06806,0.07506,0.06399,0.05905,0.07009,0.08821,0.07048,0.05823,0.05055,0.0476,0.04386,0.03916,0.0361,0.0368,0.01023,0.21892,0.09601,0.01238,0.16458,0.27425,0.04352,0.0392,0.1041,0.12698,0.10828,0.7007,0.06405
5398,5398,Weinsberg,Baden-Württemberg,12336,Weinsberg,12336,0.50324254,0.49675746,0.04703,0.1587,0.17452,0.44381,0.13627,0.03967,0.04609,0.05231,0.03922,0.04642,0.06073,0.07241,0.06672,0.06544,0.05764,0.06091,0.08832,0.07688,0.06022,0.059,0.03275,0.05145,0.03262,0.03087,0.15092,0.07017,0.03714,0.11411,0.04731,0.06142,0.04123,0.19163,0.04252,0.24355,0.27327,0.03634,0.34514,0.34525
5399,5399,Bretzfeld,Baden-Württemberg,12651,Bretzfeld,12651,0.50296419,0.49703581,0.1403,0.24558,0.02861,0.39128,0.18958,0.00465,0.0454,0.05235,0.04957,0.03952,0.05598,0.06912,0.06596,0.05632,0.06488,0.07493,0.08178,0.07065,0.06089,0.04917,0.04276,0.04519,0.03503,0.04048,0.15249,0.12514,0.15496,0.09396,0.11663,0.03374,0.05847,0.01768,0.16826,0.07867,0.68128,0.10718,0.08395,0.1276
5400,5400,Schöntal,Baden-Württemberg,5610,Schöntal,5610,0.51212121,0.48787879,0.02367,0.03397,0.80195,0.07894,0.04119,0.02029,0.04395,0.04041,0.05074,0.03441,0.06039,0.06485,0.07427,0.06733,0.05206,0.07559,0.09107,0.07049,0.06504,0.04902,0.04075,0.03811,0.04268,0.03884,0.0215,0.0665,0.06948,0.19327,0.02119,0.0302,0.13945,0.38303,0.05156,0.02384,0.05256,0.15672,0.24777,0.54295
5401,5401,Kupferzell,Baden-Württemberg,6164,Kupferzell,6164,0.51232966,0.48767034,0.16428,0.01614,0.04017,0.01676,0.59011,0.17255,0.04674,0.04545,0.04545,0.04708,0.06756,0.06452,0.05912,0.06286,0.05565,0.06971,0.08168,0.08084,0.06837,0.04676,0.0421,0.0512,0.03761,0.0273,0.11883,0.10348,0.12151,0.12627,0.01111,0.01543,0.11022,0.04643,0.21481,0.13191,0.18081,0.11387,0.64416,0.06117
5402,5402,Neuenstein,Baden-Württemberg,6531,Neuenstein,6531,0.50589496,0.49410504,0.52567,0.19751,0.1886,0.0363,0.01832,0.03361,0.05537,0.03883,0.03944,0.04761,0.05828,0.06261,0.06225,0.06145,0.05321,0.0752,0.08018,0.08327,0.06443,0.05468,0.04103,0.0535,0.03235,0.0363,0.19885,0.01012,0.02785,0.33216,0.02784,0.05859,0.08005,0.05485,0.17585,0.03385,0.06761,0.26555,0.59435,0.07249
5403,5403,Waldenburg,Baden-Württemberg,3094,Waldenburg,3094,0.52003878,0.47996122,0.0896,0.13601,0.32127,0.28272,0.13444,0.03596,0.05297,0.04928,0.04218,0.03879,0.05676,0.0705,0.059,0.06416,0.05577,0.06731,0.08021,0.07804,0.06746,0.05083,0.04479,0.04785,0.03233,0.04179,0.27004,0.15044,0.17759,0.03715,0.05322,0.0041,0.00122,0.07899,0.10173,0.12552,0.3215,0.02683,0.46028,0.19139
5404,5404,Dörzbach,Baden-Württemberg,2485,Dörzbach,2485,0.49859155,0.50140845,0.08893,0.3212,0.15433,0.04406,0.38134,0.01013,0.04679,0.04697,0.03892,0.04227,0.05135,0.07273,0.0649,0.06739,0.05499,0.07327,0.0863,0.0827,0.06594,0.04662,0.04761,0.03905,0.02833,0.04385,0.00095,0.10208,0.02534,0.2341,0.02014,0.07505,0.24253,0.08868,0.09562,0.11551,0.01308,0.47457,0.37272,0.13963
5405,5405,Krautheim,Baden-Württemberg,4613,Krautheim,4613,0.52763928,0.47236072,0.09286,0.07316,0.08739,0.46287,0.2314,0.05233,0.04625,0.05039,0.04101,0.03527,0.06506,0.06805,0.06814,0.06509,0.06341,0.05778,0.07685,0.08003,0.05988,0.05948,0.04154,0.0443,0.03517,0.04232,0.02967,0.0939,0.12536,0.00089,0.02026,0.06347,0.09514,0.0145,0.41319,0.14361,0.11568,0.09099,0.29835,0.49497
5406,5406,Mulfingen,Baden-Württemberg,3643,Mulfingen,3643,0.51907768,0.48092232,0.44752,0.02814,0.16002,0.08573,0.12717,0.15141,0.05642,0.04754,0.03932,0.03698,0.05829,0.06405,0.07487,0.05846,0.05384,0.07024,0.07932,0.07416,0.05634,0.06144,0.04337,0.04327,0.0443,0.03778,0.36996,0.09074,0.05497,0.1019,0.19616,0.00683,0.02202,0.12175,0.02586,0.0098,0.09039,0.25756,0.16223,0.48982
5407,5407,Ingelfingen,Baden-Württemberg,5480,Ingelfingen,5480,0.4979927,0.5020073,0.00256,0.04405,0.06995,0.72996,0.1233,0.03019,0.05342,0.04423,0.03785,0.04282,0.05906,0.07183,0.07157,0.063,0.06455,0.07278,0.0868,0.07238,0.05793,0.04417,0.0429,0.04504,0.02633,0.04333,0.15368,0.26365,0.0628,0.0102,0.03291,0.19091,0.02395,0.01969,0.23504,0.00718,0.00306,0.74258,0.02848,0.22589
5408,5408,Künzelsau,Baden-Württemberg,15391,Künzelsau,15391,0.50347606,0.49652394,0.23041,0.2454,0.10383,0.25135,0.03475,0.13426,0.03955,0.03674,0.05324,0.04663,0.0622,0.06875,0.06161,0.05772,0.06399,0.07054,0.08818,0.07794,0.06338,0.0496,0.04552,0.04429,0.03001,0.0401,0.08601,0.13426,0.01555,0.17463,0.06394,0.14679,0.02973,0.2267,0.07844,0.04395,0.16476,0.26296,0.50821,0.06408
5409,5409,Forchtenberg,Baden-Württemberg,5057,Forchtenberg,5057,0.51690726,0.48309274,0.21497,0.43299,0.00214,0.11928,0.05099,0.17964,0.03995,0.03805,0.04577,0.04664,0.06794,0.06426,0.07122,0.0677,0.05317,0.06928,0.0842,0.08037,0.07056,0.05597,0.03859,0.04797,0.02864,0.02973,0.02171,0.12008,0.03109,0.16869,0.15271,0.16415,0.05537,0.17473,0.04775,0.06372,0.5967,0.10507,0.2269,0.07133
5410,5410,Niedernhall,Baden-Württemberg,4106,Niedernhall,4106,0.49975645,0.50024355,0.07631,0.25092,0.08746,0.0579,0.1901,0.33732,0.04674,0.04059,0.04856,0.04222,0.06574,0.07253,0.07107,0.05689,0.05758,0.06543,0.08434,0.08101,0.06719,0.04719,0.04368,0.03957,0.03202,0.03765,0.21764,0.10303,0.28283,0.19448,0.04195,0.01872,0.04547,0.00057,0.05228,0.04303,0.12692,0.48573,0.08176,0.30559
5411,5411,Weißbach,Baden-Württemberg,2021,Weißbach,2021,0.49430975,0.50569025,0.45516,0.04139,0.0414,0.30955,0.01021,0.14229,0.05242,0.04434,0.04857,0.03519,0.06811,0.06504,0.06046,0.06315,0.05607,0.05952,0.08513,0.08133,0.06843,0.05879,0.0424,0.04079,0.04143,0.02884,0.14812,0.00723,0.19779,0.01434,0.02643,0.08562,0.05275,0.36368,0.06102,0.04303,0.1056,0.65107,0.02392,0.21941
5412,5412,Öhringen,Baden-Württemberg,24374,Öhringen,24374,0.49524083,0.50475917,0.16284,0.2419,0.11691,0.06083,0.11297,0.30454,0.0397,0.04095,0.04359,0.03978,0.06899,0.07347,0.06888,0.05899,0.06571,0.06185,0.08347,0.07842,0.05657,0.05984,0.03229,0.05228,0.0353,0.03991,0.01347,0.09164,0.07343,0.01378,0.03635,0.39768,0.13803,0.00271,0.17971,0.0532,0.44838,0.09848,0.31063,0.14252
5413,5413,Pfedelbach,Baden-Württemberg,9123,Pfedelbach,9123,0.50235668,0.49764332,0.26956,0.03069,0.11834,0.0775,0.25775,0.24616,0.05166,0.04925,0.04278,0.04333,0.05771,0.07032,0.07087,0.05507,0.05818,0.0711,0.08032,0.07318,0.05964,0.05313,0.04307,0.05021,0.04,0.03018,0.04587,0.0574,0.02447,0.36355,0.20996,0.09447,0.05856,0.04749,0.09427,0.00396,0.05164,0.25571,0.36168,0.33097
5414,5414,Zweiflingen,Baden-Württemberg,1667,Zweiflingen,1667,0.52909418,0.47090582,0.2113,0.074,0.28541,0.20818,0.1818,0.03931,0.05416,0.04536,0.04786,0.03932,0.06296,0.05861,0.06482,0.07072,0.06054,0.05893,0.07429,0.07462,0.06856,0.0487,0.04879,0.05007,0.03867,0.03302,0.13924,0.0774,0.06032,0.19347,0.08661,0.01127,0.2909,0.01865,0.01044,0.1117,0.18084,0.39561,0.2843,0.13925
5415,5415,Blaufelden,Baden-Württemberg,5283,Blaufelden,5283,0.51940186,0.48059814,0.02937,0.23206,0.34943,0.08765,0.13183,0.16965,0.04748,0.03846,0.04131,0.04992,0.05345,0.07252,0.07211,0.0649,0.06495,0.06803,0.08972,0.07482,0.05721,0.06077,0.03923,0.04551,0.03047,0.02912,0.02332,0.19338,0.09077,0.05641,0.01261,0.03451,0.10954,0.1639,0.09697,0.2186,0.43595,0.0128,0.39983,0.15142
5416,5416,Mainhardt,Baden-Württemberg,6017,Mainhardt,6017,0.49542962,0.50457038,0.04726,0.01906,0.09713,0.28911,0.22081,0.32663,0.04107,0.04919,0.04729,0.03642,0.06812,0.07376,0.06336,0.05764,0.06729,0.07739,0.07503,0.07447,0.06009,0.06008,0.04003,0.04611,0.03124,0.03142,0.10939,0.0273,0.25925,0.10639,0.0156,0.0716,0.26242,0.08789,0.04941,0.01075,0.00398,0.62809,0.24954,0.11838
5417,5417,Schrozberg,Baden-Württemberg,5741,Schrozberg,5741,0.51767985,0.48232015,0.05479,0.10699,0.10609,0.10254,0.53136,0.09824,0.05027,0.05225,0.04802,0.04027,0.05643,0.06947,0.06752,0.06131,0.06574,0.07048,0.08041,0.08092,0.0558,0.04499,0.03954,0.04468,0.02864,0.04328,0.37834,0.0433,0.02169,0.23078,0.06442,0.05021,0.09255,0.00799,0.00736,0.10336,0.1412,0.30461,0.51382,0.04037
5418,5418,Braunsbach,Baden-Württemberg,2506,Braunsbach,2506,0.50598563,0.49401437,0.00705,0.05838,0.46876,0.19397,0.19241,0.07943,0.04675,0.04497,0.05277,0.03578,0.05484,0.07549,0.06178,0.06,0.06863,0.07301,0.07566,0.07773,0.05771,0.05285,0.04145,0.0542,0.0318,0.03458,0.12547,0.07527,0.06314,0.14538,0.11079,0.00173,0.03158,0.17271,0.0035,0.27044,0.58612,0.01689,0.23261,0.16438
5419,5419,Untermünkheim,Baden-Württemberg,3007,Untermünkheim,3007,0.50016628,0.49983372,0.05334,0.21327,0.01962,0.59093,0.09736,0.02549,0.04312,0.03999,0.04046,0.0401,0.06826,0.06479,0.06998,0.06987,0.05828,0.07138,0.08231,0.07836,0.05675,0.06109,0.03996,0.04443,0.02722,0.04363,0.18374,0.00266,0.04337,0.19528,0.08578,0.06078,0.00856,0.27463,0.07567,0.06954,0.03795,0.53779,0.36867,0.05559
5420,5420,Crailsheim,Baden-Württemberg,34400,Crailsheim,34400,0.50511628,0.49488372,0.01008,0.18841,0.22738,0.53161,0.03893,0.00359,0.04985,0.0478,0.04026,0.04839,0.06189,0.07112,0.06702,0.06438,0.05836,0.06746,0.08744,0.06855,0.06497,0.04517,0.03472,0.04661,0.03155,0.04446,0.06972,1e-05,0.01003,0.02753,0.35922,0.06021,0.05995,0.16539,0.04722,0.20071,0.45548,0.4352,0.06879,0.04053
5421,5421,Satteldorf,Baden-Württemberg,5564,Satteldorf,5564,0.51078361,0.48921639,0.22038,0.04393,0.42355,0.01505,0.06472,0.23236,0.05062,0.03753,0.04105,0.04742,0.05764,0.07431,0.06812,0.05841,0.05718,0.06748,0.07267,0.07552,0.06683,0.05478,0.04905,0.0486,0.03366,0.03913,0.009,0.06702,0.04215,0.08899,0.07856,0.00564,0.02904,0.03184,0.49207,0.1557,0.1302,0.15183,0.13928,0.57869
5422,5422,Frankenhardt,Baden-Württemberg,4843,Frankenhardt,4843,0.5106339,0.4893661,0.05983,0.04374,0.04404,0.66042,0.10818,0.08379,0.04914,0.04307,0.04571,0.04444,0.06739,0.05866,0.07173,0.06555,0.05801,0.07287,0.07466,0.07416,0.06475,0.05675,0.03533,0.04617,0.03038,0.04122,0.04685,0.04946,0.2051,0.02118,0.0821,0.24191,0.04744,0.07215,0.08215,0.15166,0.1628,0.21673,0.47356,0.14691
5423,5423,Stimpfach,Baden-Württemberg,3145,Stimpfach,3145,0.52877583,0.47122417,0.14681,0.1858,0.13012,0.02333,0.07595,0.43798,0.04229,0.03684,0.05132,0.03416,0.06582,0.06091,0.07354,0.07066,0.06448,0.06635,0.07528,0.08065,0.06481,0.05973,0.03853,0.04308,0.033,0.03856,0.08557,0.13425,0.17366,0.19865,0.06981,0.03112,0.16823,0.1038,0.02758,0.00733,0.00825,0.26053,0.45606,0.27516
5424,5424,Kreßberg,Baden-Württemberg,3968,Kreßberg,3968,0.50957661,0.49042339,0.03034,0.25628,0.26931,0.0589,0.04077,0.34439,0.04798,0.04109,0.04271,0.04624,0.06598,0.06607,0.05862,0.06549,0.06665,0.06727,0.08093,0.0734,0.06627,0.05414,0.04189,0.04781,0.03507,0.03238,0.05569,0.03298,0.27171,0.02624,0.21586,0.02103,0.10453,0.02704,0.23161,0.0133,0.27723,0.4746,0.16416,0.08401
5425,5425,Fichtenau,Baden-Württemberg,4591,Fichtenau,4591,0.50729689,0.49270311,0.17355,0.17788,0.18257,0.03914,0.09782,0.32904,0.04421,0.04005,0.05082,0.03967,0.06192,0.0649,0.05834,0.06789,0.06222,0.07065,0.08532,0.08349,0.05404,0.05795,0.03975,0.05051,0.03696,0.03133,0.06752,0.31643,0.16274,0.02014,0.0334,0.02959,0.00909,0.2458,0.05172,0.06358,0.50264,0.20792,0.12265,0.1668
5426,5426,Gerabronn,Baden-Württemberg,4270,Gerabronn,4270,0.50421546,0.49578454,0.23795,0.02144,0.49403,0.09009,0.01302,0.14347,0.0519,0.05004,0.04986,0.03466,0.05749,0.07394,0.07391,0.06818,0.06292,0.06069,0.08269,0.06964,0.06416,0.0593,0.03896,0.03882,0.03428,0.02858,0.0344,0.08253,0.15331,0.05665,0.08754,0.07058,0.17815,0.17747,0.14786,0.0115,0.28101,0.18377,0.01873,0.51649
5427,5427,Langenburg,Baden-Württemberg,1831,Langenburg,1831,0.51720371,0.48279629,0.24302,0.18745,0.14161,0.17093,0.05999,0.197,0.05217,0.05115,0.03845,0.04646,0.05701,0.06299,0.06844,0.06482,0.06113,0.07626,0.07494,0.07247,0.07099,0.05306,0.04641,0.04076,0.02655,0.03593,0.16227,0.09708,0.07002,0.18956,0.09511,0.09483,0.17106,0.08305,0.0182,0.01882,0.02271,0.95485,0.00084,0.02159
5428,5428,Ilshofen,Baden-Württemberg,6584,Ilshofen,6584,0.5100243,0.4899757,0.04745,0.17021,0.07107,0.0411,0.04294,0.62725,0.0496,0.03698,0.04193,0.04333,0.06639,0.06073,0.06956,0.0668,0.06632,0.06027,0.0853,0.08394,0.06327,0.05577,0.03392,0.05305,0.03012,0.0327,0.00083,0.10754,0.00022,0.04803,0.02902,0.04523,0.03954,0.13335,0.56174,0.0345,0.54155,0.0236,0.1914,0.24345
5429,5429,Vellberg,Baden-Württemberg,4446,Vellberg,4446,0.49797571,0.50202429,0.00221,0.26493,0.11222,0.02063,0.09514,0.50487,0.05509,0.04188,0.04268,0.0356,0.06562,0.07101,0.06674,0.06272,0.05645,0.06739,0.07974,0.07903,0.06762,0.05186,0.0406,0.03817,0.03529,0.0425,0.13571,0.33138,0.0627,0.03258,0.01637,0.0062,0.10205,0.16135,0.02017,0.1315,0.49323,0.28059,0.13742,0.08876
5430,5430,Wolpertshausen,Baden-Württemberg,2249,Wolpertshausen,2249,0.51978657,0.48021343,0.20746,0.04183,0.21296,0.11723,0.37189,0.04862,0.04398,0.05298,0.05467,0.03639,0.05501,0.06772,0.06087,0.06257,0.06198,0.06683,0.0738,0.08469,0.07051,0.05867,0.03986,0.04063,0.03229,0.03657,0.07076,0.00508,0.04436,0.00445,0.08163,0.13972,0.32022,0.06795,0.11025,0.15557,0.21728,0.61994,0.05084,0.11193
5431,5431,Fichtenberg,Baden-Württemberg,2922,Fichtenberg,2922,0.50171116,0.49828884,0.27027,0.00213,0.14595,0.31074,0.2125,0.05841,0.0437,0.046,0.04868,0.04747,0.0596,0.05854,0.06586,0.06792,0.0551,0.07125,0.08197,0.07591,0.05986,0.05898,0.04185,0.04692,0.03993,0.03045,0.01057,0.14051,0.01898,0.00554,0.1322,0.18042,0.11681,0.13678,0.14382,0.11437,0.54602,0.17764,0.08664,0.1897
5432,5432,Gaildorf,Baden-Württemberg,12080,Gaildorf,12080,0.4910596,0.5089404,0.06659,0.01118,0.23639,0.31107,0.02383,0.35094,0.0424,0.0509,0.05512,0.03349,0.05767,0.06053,0.06536,0.06468,0.05399,0.06005,0.09003,0.0854,0.05936,0.04949,0.04275,0.05443,0.04308,0.03128,0.08287,0.43765,0.06477,0.13774,0.01965,0.08042,0.02316,0.11691,0.01296,0.02386,0.19045,0.45601,0.19018,0.16337
5433,5433,Oberrot,Baden-Württemberg,3595,Oberrot,3595,0.50375522,0.49624478,0.11397,0.34021,0.09325,0.13462,0.26903,0.04892,0.05367,0.05113,0.04588,0.04268,0.06668,0.07072,0.0702,0.06158,0.05347,0.05975,0.07872,0.07041,0.05916,0.05905,0.04065,0.03993,0.04237,0.03396,0.01248,0.09167,0.46731,0.04994,0.0746,0.03166,0.05124,0.02897,0.16966,0.02249,0.6392,0.11558,0.02969,0.21553
5434,5434,Sulzbach-Laufen,Baden-Württemberg,2502,Sulzbach-Laufen,2502,0.5059952,0.4940048,0.16156,0.48256,0.08523,0.04535,0.00459,0.22071,0.05545,0.04868,0.04838,0.04496,0.06257,0.06205,0.06435,0.05828,0.05718,0.06888,0.08409,0.07288,0.05997,0.05449,0.04813,0.05268,0.02779,0.02918,0.09082,0.27007,0.00588,0.12436,0.03545,0.01362,0.00414,0.17843,0.22349,0.05373,0.34487,0.428,0.10098,0.12615
5435,5435,Bühlertann,Baden-Württemberg,3027,Bühlertann,3027,0.50445986,0.49554014,0.48291,0.0228,0.14191,0.28259,0.05152,0.01827,0.05185,0.0375,0.043,0.03526,0.06939,0.06645,0.07295,0.06547,0.06768,0.0724,0.07394,0.07776,0.06825,0.04811,0.03974,0.04139,0.03369,0.03519,0.15329,0.10478,0.05481,0.04144,0.15989,0.15374,0.0021,0.13264,0.01445,0.18287,0.13885,0.74911,0.05972,0.05233
5436,5436,Bühlerzell,Baden-Württemberg,2026,Bühlerzell,2026,0.50641658,0.49358342,0.00464,0.01587,0.01106,0.55353,0.17594,0.23895,0.05208,0.04233,0.0394,0.04181,0.06187,0.07023,0.05922,0.06153,0.0633,0.07784,0.07811,0.08445,0.05708,0.05872,0.035,0.04244,0.03046,0.04413,0.07397,0.24587,0.317,0.0465,0.01415,0.03042,0.13176,0.04077,0.07711,0.02245,0.34072,0.28195,0.10315,0.27418
5437,5437,Obersontheim,Baden-Württemberg,5079,Obersontheim,5079,0.51112424,0.48887576,0.01705,0.155,0.2613,0.0759,0.22653,0.26422,0.05093,0.0413,0.04035,0.03494,0.07154,0.07301,0.06039,0.06802,0.06657,0.0633,0.08127,0.07948,0.07128,0.05633,0.0397,0.04373,0.0282,0.02965,0.16474,0.18213,0.00096,0.05666,0.14002,0.07463,0.04837,0.18495,0.12811,0.01944,0.66427,0.18072,0.04449,0.11052
5438,5438,Kirchberg an der Jagst,Baden-Württemberg,4393,Kirchberg an der Jagst,4393,0.53403141,0.46596859,0.04105,0.03265,0.36882,0.04827,0.42737,0.08183,0.04438,0.04562,0.0507,0.03587,0.06794,0.07415,0.05727,0.05829,0.05572,0.07276,0.07469,0.07844,0.05917,0.05735,0.04621,0.04318,0.03424,0.04403,0.12021,0.02481,0.15366,0.03903,0.04889,0.01929,0.0968,0.08246,0.31141,0.10345,0.37681,0.19447,0.36108,0.06763
5439,5439,Rot am See,Baden-Württemberg,5388,Rot am See,5388,0.50705271,0.49294729,0.29545,0.03396,0.06325,0.45657,0.09097,0.05981,0.04857,0.04557,0.05006,0.04924,0.05559,0.06208,0.06504,0.0626,0.05453,0.07547,0.07803,0.0712,0.06531,0.05292,0.04812,0.0411,0.04009,0.0345,0.02246,0.18738,0.17987,0.00836,0.05146,0.11419,0.17182,0.04237,0.14452,0.07757,0.44791,0.17622,0.06139,0.31448
5440,5440,Wallhausen,Baden-Württemberg,3716,Wallhausen,3716,0.50753498,0.49246502,0.0803,0.03911,0.00978,0.2663,0.47138,0.13312,0.04294,0.04044,0.04655,0.03662,0.05377,0.06528,0.07533,0.06813,0.05307,0.07541,0.08346,0.08511,0.06559,0.04667,0.04958,0.04008,0.03368,0.03829,0.11239,0.08126,0.07707,0.09998,0.08781,0.07489,0.14442,0.1438,0.06273,0.11565,0.16715,0.24205,0.14056,0.45024
5441,5441,Michelbach an der Bilz,Baden-Württemberg,3389,Michelbach an der Bilz,3389,0.49454116,0.50545884,0.20012,0.18711,0.0748,0.45606,0.05198,0.02994,0.04245,0.0467,0.04435,0.04536,0.06712,0.07341,0.06258,0.05922,0.05384,0.07652,0.08204,0.08607,0.06184,0.05424,0.0425,0.04242,0.02771,0.03161,0.15898,0.06859,0.01535,0.09661,0.19112,0.21842,0.13054,0.04014,0.04395,0.03629,0.11889,0.16375,0.627,0.09036
5442,5442,Michelfeld,Baden-Württemberg,3799,Michelfeld,3799,0.5048697,0.4951303,0.14053,0.25709,0.31695,0.19861,0.0819,0.00492,0.04886,0.04214,0.04527,0.04808,0.05908,0.07185,0.06828,0.055,0.05822,0.06566,0.09093,0.06951,0.06744,0.05562,0.04045,0.04685,0.03924,0.02752,0.28709,0.10089,0.08993,0.14353,0.03494,0.16161,0.01811,0.0941,0.02696,0.04284,0.14027,0.2985,0.28416,0.27707
